Index,TimeStamp (s),Fe (g),La (g),Ce (g),Th (g),Nd (g),Pr (g)
39359,46.7585,,6.987E-16,2.323E-15,,,
39459,46.8773,,,2.752E-17,,,
39519,46.9486,,6.906E-17,1.590E-16,,,
39623,47.0721,,,1.414E-15,,,
40452,48.0570,,,2.405E-17,,,
40463,48.0700,,,6.895E-17,,,
41537,49.3460,,,3.789E-17,,,
41803,49.6620,,,1.355E-16,,,
41979,49.8711,,2.493E-17,,,,
42079,49.9899,,5.348E-16,1.091E-15,,5.722E-16,1.563E-16
42337,50.2964,,4.934E-17,7.131E-17,,3.946E-17,1.564E-17
42371,50.3367,,,3.237E-17,,,
42834,50.8868,,,1.458E-16,,,
42933,51.0044,,3.803E-16,6.186E-16,,3.756E-16,1.001E-16
43341,51.4891,,,7.887E-16,,,
43538,51.7231,,2.201E-17,,,,
43994,52.2649,,1.295E-16,1.538E-16,,7.420E-17,2.152E-17
44256,52.5761,,,2.509E-16,,,
44318,52.6498,,2.700E-15,5.383E-15,2.017E-17,2.976E-15,7.226E-16
44322,52.6545,,,1.042E-15,,,
44498,52.8636,,9.805E-17,1.309E-16,,1.127E-16,2.200E-17
45214,53.7142,,,2.084E-16,,,
45327,53.8485,,1.010E-15,1.883E-15,,9.627E-16,2.520E-16
45386,53.9186,,,7.933E-16,,,
45600,54.1728,,2.226E-17,3.386E-17,,,
45788,54.3961,,,5.092E-16,,,
45870,54.4936,,,2.587E-17,,,
45910,54.5411,,,5.440E-17,,,
46285,54.9866,,,2.958E-17,,,
46495,55.2361,,7.744E-16,1.301E-15,,7.920E-16,2.407E-16
47125,55.9845,,2.485E-16,5.363E-16,,2.015E-16,4.144E-17
47317,56.2126,,,2.328E-17,,,
47319,56.2150,,,2.008E-17,,,
47507,56.4383,,,2.555E-17,,,
48765,57.9328,,8.931E-16,1.877E-15,,9.580E-16,2.161E-16
49400,58.6872,,,4.863E-16,,,
49917,59.3014,,3.557E-16,6.263E-16,,2.800E-16,4.659E-17
50333,59.7956,,,2.028E-17,,,
50415,59.8930,,,2.700E-17,,,
50653,60.1758,,,3.741E-16,,,
50771,60.3159,,5.428E-17,7.065E-17,,,
51526,61.2129,,3.749E-17,2.509E-17,,,
51536,61.2248,,3.423E-17,6.005E-17,,,
51700,61.4196,,,3.435E-17,,,
51941,61.7059,,,4.775E-16,,,
52000,61.7760,,1.219E-15,2.128E-15,,1.220E-15,3.326E-16
52008,61.7855,,1.255E-16,2.715E-16,,1.400E-16,3.931E-17
52329,62.1669,,,1.326E-16,,,
52489,62.3569,,,2.614E-17,,,
52925,62.8749,,3.792E-17,5.438E-17,,,
53693,63.7873,,4.076E-16,8.211E-16,,4.008E-16,
53694,63.7885,,,,,,1.094E-16
54055,64.2173,,,4.703E-16,,,
54110,64.2827,,,2.896E-16,,,
54221,64.4145,,2.453E-16,3.369E-16,,,
54525,64.7757,,1.046E-16,1.272E-16,,4.001E-17,1.675E-17
54573,64.8327,,,4.411E-17,,,
54643,64.9159,,,3.136E-17,,,
54723,65.0109,,,4.917E-17,,,
54853,65.1654,,,2.169E-17,,,
55377,65.7879,,,1.536E-16,,,
55559,66.0041,,,1.920E-16,,,
55579,66.0279,,,,,1.616E-16,
55580,66.0290,,1.853E-16,4.340E-16,,,5.093E-17
56199,66.7644,,2.692E-17,3.298E-17,,,
56413,67.0186,,,3.980E-17,,4.960E-17,1.864E-17
56447,67.0590,,5.459E-17,8.951E-17,,,
57186,67.9370,,,,,,
57706,68.5547,,5.975E-17,1.102E-16,,5.428E-17,
58424,69.4077,,,5.623E-17,,,
59977,71.2527,,,3.100E-16,,,
60135,71.4404,,8.885E-17,1.748E-16,,,
60512,71.8883,,,8.831E-17,,4.272E-17,
60809,72.2411,,1.783E-15,3.218E-15,,1.494E-15,4.037E-16
61556,73.1285,,,3.357E-17,,,
61636,73.2236,,,2.984E-15,,,
61719,73.3222,,,1.959E-16,,,
61806,73.4255,,4.239E-17,1.337E-16,2.930E-17,5.127E-17,
63939,75.9595,,2.359E-17,6.528E-17,,,
65029,77.2545,,,6.150E-17,,4.286E-17,
65486,77.7974,,,2.886E-17,,,
65600,77.9328,,5.806E-16,1.135E-15,,6.623E-16,1.762E-16
66500,79.0020,,,2.945E-17,,,
66527,79.0341,,4.534E-17,8.571E-17,,5.124E-17,
66562,79.0757,,,4.949E-17,,,
66775,79.3287,,6.215E-16,1.330E-15,,6.098E-16,1.851E-16
66908,79.4867,,,3.436E-17,,,
68080,80.8790,,,2.676E-17,,,
68237,81.0656,,4.252E-17,6.074E-17,,,
68289,81.1273,,1.634E-15,3.391E-15,,,
68848,81.7914,,,2.263E-17,,,
69603,82.6884,,3.660E-17,6.768E-17,,,
69709,82.8143,,7.792E-17,2.057E-16,,,
69932,83.0792,,2.291E-17,3.565E-17,,4.160E-17,
70046,83.2146,,2.448E-17,6.622E-17,,,
70369,83.5984,,,3.860E-16,,,
70489,83.7409,,,3.695E-16,,,
70761,84.0641,,,2.002E-17,,,
70983,84.3278,,,8.163E-17,,,
71020,84.3718,,,4.677E-17,,,
71705,85.1855,,3.345E-17,,,,
72274,85.8615,,9.386E-17,1.207E-16,,4.217E-17,1.573E-17
72380,85.9874,,4.380E-16,6.937E-16,,3.220E-16,6.880E-17
72518,86.1514,,,6.527E-17,,,
73067,86.8036,,,1.545E-16,,,
73228,86.9949,,6.287E-17,1.502E-16,,6.890E-17,1.756E-17
73346,87.1350,,2.251E-17,6.765E-17,,,
73708,87.5651,,1.091E-16,1.978E-16,,9.928E-17,5.246E-17
73766,87.6340,,,2.701E-16,,,
74134,88.0712,,,2.294E-17,,,
74204,88.1544,,,2.998E-17,,,
74286,88.2518,,,,,,3.822E-17
74287,88.2530,,3.399E-17,1.712E-16,,,
74342,88.3183,,4.999E-17,1.690E-16,,6.731E-17,1.771E-17
74394,88.3801,,,1.568E-16,,,
74415,88.4050,,,1.645E-16,,,
74480,88.4822,,2.511E-16,3.612E-16,,1.614E-16,4.992E-17
74784,88.8434,,3.057E-16,5.479E-16,,2.580E-16,6.802E-17
75176,89.3091,,5.250E-17,1.100E-16,,6.252E-17,
75498,89.6916,,,3.222E-16,,,
75764,90.0076,,4.491E-17,1.181E-16,,,
75821,90.0753,,,1.175E-16,,,
75860,90.1217,,,1.077E-16,,,
76060,90.3593,,5.488E-17,9.170E-17,,,
76167,90.4864,,3.012E-17,4.345E-17,,,
77026,91.5069,,1.919E-16,4.297E-16,,,
77418,91.9726,,,2.639E-17,,,
77724,92.3361,,,2.479E-16,,,
78599,93.3756,,,3.040E-17,,,
79198,94.0872,,,2.695E-17,,,
80004,95.0448,,5.388E-17,1.293E-16,,5.549E-17,
80188,95.2633,,8.502E-16,1.290E-15,,5.152E-16,1.360E-16
80983,96.2078,,,4.023E-17,,,
82000,97.4160,,,2.443E-16,,,
83353,99.0234,,9.990E-17,2.218E-16,,8.089E-17,2.243E-17
83601,99.3180,,,1.300E-16,,,
83999,99.7908,,2.847E-17,1.160E-16,,4.278E-17,
84011,99.8051,,,2.010E-17,,,
84582,100.4834,,,5.944E-16,,,
85859,102.0005,,3.321E-16,6.007E-16,,2.629E-16,9.866E-17
86017,102.1882,,2.592E-16,4.151E-16,,,
86640,102.9283,,,3.587E-16,,,
87267,103.6732,,,4.951E-17,,,
87586,104.0522,,,2.088E-17,,,
87776,104.2779,,,3.385E-17,,,
87792,104.2969,,,4.214E-17,,,
87915,104.4430,,,3.935E-17,,,
88044,104.5963,,,4.041E-15,,,
88189,104.7685,,4.273E-17,1.563E-16,,,
88449,105.0774,,2.931E-17,9.447E-17,,,
88496,105.1332,,1.327E-16,1.632E-16,,8.353E-17,2.369E-17
88806,105.5015,,2.330E-16,4.193E-16,,2.080E-16,6.644E-17
88919,105.6358,,1.068E-16,1.461E-16,,8.817E-17,3.206E-17
89324,106.1169,,,2.177E-17,,,
89494,106.3189,,2.661E-17,3.670E-17,,,
90228,107.1909,,,1.115E-16,,,
90408,107.4047,,1.855E-16,3.672E-16,,1.274E-16,3.337E-17
90771,107.8359,,,5.453E-17,,,
91110,108.2387,,,2.453E-17,,,
91330,108.5000,,,4.780E-17,,,
91640,108.8683,,,1.993E-16,,,
91852,109.1202,,3.075E-17,8.818E-17,,,
92266,109.6120,,,7.222E-16,,,
92670,110.0920,,3.679E-16,7.281E-16,,4.628E-16,6.381E-17
93403,110.9628,,,3.914E-16,,,
94341,112.0771,,1.680E-16,3.108E-16,,1.718E-16,2.699E-17
94500,112.2660,,,4.307E-17,,,
94924,112.7697,,,3.295E-17,,,
95137,113.0228,,6.837E-17,8.008E-17,,,
96110,114.1787,,,1.275E-16,,,
96225,114.3153,,,2.754E-17,,,
96810,115.0103,,1.211E-16,1.714E-16,,1.569E-16,2.238E-17
97368,115.6732,,5.437E-17,7.569E-17,,,
98217,116.6818,,3.411E-17,2.533E-17,,,
98412,116.9135,,,5.064E-17,,,
98477,116.9907,,3.276E-17,6.525E-17,,,
98518,117.0394,,3.206E-17,4.815E-17,,,
98711,117.2687,,,2.746E-17,,,
98997,117.6084,,6.291E-17,1.040E-16,,3.950E-17,
99315,117.9862,,,2.679E-16,,,
99912,118.6955,,,1.435E-16,,,
100182,119.0162,,8.032E-17,2.039E-16,,,
100212,119.0519,,,2.672E-17,,,
100443,119.3263,,,4.839E-17,,,
100723,119.6589,,,2.156E-17,,,
101171,120.1911,,,4.766E-17,,,
101391,120.4525,,,4.776E-16,,,
101619,120.7234,,,2.770E-17,,,
101743,120.8707,,4.219E-17,8.184E-17,,6.744E-17,
101983,121.1558,,,2.082E-16,,,
102250,121.4730,,,3.050E-16,,,
102363,121.6072,,,3.330E-17,,,
102453,121.7142,,,1.547E-16,,,
102591,121.8781,,9.147E-16,1.650E-15,,,
103396,122.8344,,,7.649E-17,,,
103600,123.0768,,2.804E-17,4.046E-17,,,
103714,123.2122,,,3.320E-17,,,
103770,123.2788,,3.881E-17,9.684E-17,,,
103940,123.4807,,2.270E-17,,,,
104238,123.8347,,,1.809E-16,,,
104732,124.4216,,8.252E-17,8.680E-17,,8.678E-17,2.834E-17
104800,124.5024,,,5.099E-17,,,
105050,124.7994,,,2.397E-17,,,
105241,125.0263,,,4.711E-17,,,
105603,125.4564,,,1.399E-16,,,
105929,125.8437,,,5.776E-17,,,
107105,127.2407,,,1.875E-15,,,
108389,128.7661,,3.011E-17,7.240E-17,,4.006E-17,
109159,129.6809,,3.865E-17,3.473E-17,,,
109334,129.8888,,,5.911E-17,,,
109909,130.5719,,2.556E-17,4.135E-17,,,
110042,130.7299,,,4.453E-17,,,
110710,131.5235,,3.655E-16,7.159E-16,,2.592E-16,8.117E-17
110861,131.7029,,,3.384E-16,,,
111458,132.4121,,,2.092E-16,,,
111840,132.8659,,,2.021E-16,,,
111896,132.9324,,,1.314E-16,,,
111960,133.0085,,,4.693E-16,,,
112062,133.1297,,5.765E-17,8.115E-17,,,
112457,133.5989,,2.220E-17,,,,
112458,133.6001,,,3.386E-17,,4.615E-17,
113665,135.0340,,4.282E-17,1.085E-16,,5.346E-17,
113739,135.1219,,,2.023E-17,,,
114435,135.9488,,,2.028E-17,,,
114862,136.4561,,,3.555E-17,,,
115625,137.3625,,,3.722E-17,,,
115626,137.3637,,2.419E-17,,,,
115728,137.4849,,,2.125E-17,,,
116645,138.5743,,,4.042E-17,,,
117242,139.2835,,,4.270E-17,,,
117631,139.7456,,,5.315E-16,,,
118009,140.1947,,,2.342E-17,,,
118132,140.3408,,1.053E-16,2.385E-16,,4.816E-17,2.384E-17
