Index,TimeStamp (s),Fe (g),La (g),Ce (g),Th (g),Nd (g),Pr (g)
19506,23.1731,,7.077E-17,1.964E-16,,,
19652,23.3466,,3.371E-16,7.440E-16,,3.723E-16,6.796E-17
19987,23.7446,,,1.371E-16,,,
20078,23.8527,,,,,1.947E-16,1.950E-17
20079,23.8539,,2.189E-16,3.785E-16,,,
20235,24.0392,,,2.307E-17,,,
20336,24.1592,,,3.020E-17,,,
20500,24.3540,,3.627E-16,6.080E-16,,3.365E-16,5.062E-17
20665,24.5500,,,4.139E-17,,3.835E-17,
21098,25.0644,,3.953E-17,1.161E-16,,,
21253,25.2486,,,7.597E-16,,,
21571,25.6263,,,2.216E-16,,,
21618,25.6822,,3.899E-17,6.716E-17,,,
21643,25.7119,,4.620E-17,1.091E-16,,,
22236,26.4164,,8.099E-17,1.469E-16,,,
22404,26.6160,,4.800E-17,9.058E-17,,3.744E-17,1.668E-17
22943,27.2563,,,2.123E-17,,,
23440,27.8467,,9.162E-15,1.570E-14,,,
23515,27.9358,,3.496E-16,7.328E-16,,3.541E-16,
23516,27.9370,,,,,,6.044E-17
23519,27.9406,,8.912E-17,1.596E-16,,3.729E-17,1.946E-17
23963,28.4680,,,5.562E-17,,,
24386,28.9706,,2.857E-17,8.960E-17,,,
24574,29.1939,,,1.428E-16,,,
25084,29.7998,,2.244E-17,5.373E-17,,,
25336,30.0992,,1.130E-16,4.276E-16,,,
26051,30.9486,,3.511E-17,5.988E-17,,3.536E-17,1.817E-17
26179,31.1007,,,9.475E-16,,,
26244,31.1779,,2.736E-16,5.959E-16,,3.627E-16,8.286E-17
26600,31.6008,,,3.482E-16,,,
27427,32.5833,,,2.272E-17,,,
27573,32.7567,,,1.504E-15,,,
27645,32.8423,,4.584E-16,1.042E-15,,5.485E-16,1.465E-16
27668,32.8696,,2.509E-16,5.661E-16,,,
28326,33.6513,,3.954E-16,7.274E-16,,,
28849,34.2726,,,2.442E-17,,,
29382,34.9058,,,7.765E-17,,,
29387,34.9118,,7.154E-17,1.041E-16,,4.218E-17,
29521,35.0709,,1.365E-16,1.448E-16,,,
29616,35.1838,,,5.750E-16,,,
29744,35.3359,,1.452E-15,2.844E-15,1.341E-17,1.539E-15,3.399E-16
29840,35.4499,,,3.856E-17,,,
29934,35.5616,,,7.799E-17,,,
30032,35.6780,,3.193E-16,2.596E-16,,,
30051,35.7006,,,2.807E-17,,,
30250,35.9370,,,4.663E-16,,,
30610,36.3647,,3.699E-17,7.217E-17,,,
30856,36.6569,,,3.428E-17,,,
31685,37.6418,,1.361E-16,2.614E-16,,1.164E-16,4.884E-17
31977,37.9887,,6.162E-17,6.506E-17,,6.056E-17,1.447E-17
32348,38.4294,,2.587E-16,5.951E-16,,3.336E-16,8.000E-17
32449,38.5494,,6.868E-17,1.381E-16,,,2.023E-17
32844,39.0187,,2.235E-16,3.370E-16,,,
33216,39.4606,,,,,2.491E-16,5.772E-17
33218,39.4630,,4.328E-16,9.938E-16,,,
33267,39.5212,,2.904E-16,4.039E-16,,2.004E-16,5.804E-17
