Index,TimeStamp (s),Fe (g),La (g),Ce (g),Th (g),Nd (g),Pr (g)
85708,101.8211,,1.699E-16,3.244E-16,,1.431E-16,4.901E-17
85792,101.9209,,,6.464E-16,,,
86159,102.3569,,4.845E-16,1.044E-15,,5.527E-16,1.140E-16
86573,102.8487,,,4.525E-16,,,
87769,104.2696,,7.830E-17,2.069E-16,,7.574E-17,2.325E-17
87824,104.3349,,3.261E-16,5.882E-16,,3.138E-16,6.017E-17
87965,104.5024,,6.188E-17,8.792E-17,,6.074E-17,
88573,105.2247,,,1.056E-15,,,
88890,105.6013,,,1.587E-15,,,
89015,105.7498,,1.312E-15,2.279E-15,1.646E-17,9.365E-16,2.804E-16
89740,106.6111,,,3.669E-17,,,
90455,107.4605,,,3.806E-17,,,
90914,108.0058,,,1.270E-16,,,
91312,108.4787,,2.627E-17,1.018E-16,,,
92054,109.3602,,,6.358E-17,,,
92529,109.9245,,,7.899E-17,,,
92780,110.2226,,7.313E-16,1.437E-15,,6.654E-16,1.688E-16
92815,110.2642,,2.180E-17,,,,
92989,110.4709,,2.148E-16,2.773E-16,,,
93437,111.0032,,,2.252E-16,,,
93916,111.5722,,2.677E-16,4.255E-16,,2.948E-16,3.779E-17
94089,111.7777,,,6.798E-16,,,
94138,111.8359,,2.562E-15,5.268E-15,7.094E-17,2.643E-15,7.367E-16
95223,113.1249,,4.835E-17,1.127E-16,,,1.505E-17
95235,113.1392,,,1.267E-16,,,
95692,113.6821,,,2.057E-16,,,
95920,113.9530,,2.620E-17,5.215E-17,,,
97372,115.6779,,5.893E-17,9.933E-17,,7.988E-17,1.553E-17
97832,116.2244,,3.702E-16,6.445E-16,,2.912E-16,1.031E-16
97981,116.4014,,,9.318E-16,,,
97989,116.4109,,,1.445E-16,,,1.548E-17
97990,116.4121,,1.119E-16,,,9.873E-17,
98263,116.7364,,,,,,
98367,116.8600,,,6.276E-16,,,
98858,117.4433,,2.103E-15,3.797E-15,4.124E-17,1.733E-15,5.184E-16
99608,118.3343,,9.410E-17,1.885E-16,,6.521E-17,1.710E-17
99718,118.4650,,5.560E-17,1.076E-16,,1.173E-16,1.577E-17
99968,118.7620,,2.103E-17,3.217E-17,,,
99969,118.7632,,,,,4.084E-17,
100276,119.1279,,,4.213E-16,,,
101187,120.2102,,,6.859E-16,,,
101421,120.4881,,,5.929E-17,,,
101830,120.9740,,,4.400E-17,,,
101840,120.9859,,,1.179E-15,,,
102131,121.3316,,,6.096E-17,,,
102469,121.7332,,,7.217E-17,,,
102781,122.1038,,4.423E-17,1.006E-16,,5.565E-17,1.689E-17
103093,122.4745,,,4.323E-16,,2.008E-16,
103094,122.4757,,2.293E-16,,,,5.061E-17
103208,122.6111,,,4.248E-16,,,
103588,123.0625,,1.435E-16,2.020E-16,,1.331E-16,3.389E-17
103931,123.4700,,,3.098E-17,,,
104460,124.0985,,,5.234E-16,,,
104735,124.4252,,,1.056E-16,,,
104914,124.6378,,,9.642E-17,,,
105202,124.9800,,2.104E-16,4.967E-16,,2.232E-16,7.611E-17
105638,125.4979,,,6.576E-17,,,
106036,125.9708,,,,,,3.074E-17
107161,127.3073,,,,,,
107162,127.3085,,3.082E-15,6.100E-15,2.891E-17,2.975E-15,8.680E-16
107437,127.6352,,,6.089E-16,,,
108097,128.4192,,4.460E-17,7.370E-17,,,
108663,129.0916,,2.332E-17,,,,
108818,129.2758,,,1.561E-16,,,
108837,129.2984,,,3.159E-16,,,
109712,130.3379,,,3.527E-17,,,
109918,130.5826,,,2.013E-17,,,
110038,130.7251,,,3.366E-16,,,
110166,130.8772,,,2.241E-16,,,
110401,131.1564,,7.474E-17,9.224E-17,,,
110402,131.1576,,,,,3.924E-17,
110609,131.4035,,1.130E-15,2.173E-15,1.675E-17,8.406E-16,2.372E-16
111644,132.6331,,5.358E-17,1.005E-16,,7.132E-17,
111747,132.7554,,,3.089E-16,,,
112097,133.1712,,2.539E-17,2.246E-17,,5.359E-17,
112291,133.4017,,,3.172E-16,,,
112868,134.0872,,9.829E-17,1.159E-16,,1.252E-16,1.920E-17
112975,134.2143,,3.560E-17,8.697E-17,,5.496E-17,
113606,134.9639,,,3.123E-16,,,
113740,135.1231,,1.405E-16,2.934E-16,,1.265E-16,3.030E-17
114851,136.4430,,3.580E-17,7.041E-17,,,
115569,137.2960,,,2.337E-16,,,
117156,139.1813,,,4.261E-16,,,
