Index,TimeStamp (s),Fe (g),La (g),Ce (g),Th (g),Nd (g),Pr (g)
19246,22.8642,,,4.175E-16,,,
19522,23.1921,,2.118E-16,3.637E-16,,2.001E-16,5.942E-17
19599,23.2836,,2.754E-17,3.157E-17,,,
20089,23.8657,,,3.506E-16,,,
20336,24.1592,,,8.911E-16,,,
20548,24.4110,,9.502E-17,1.718E-16,,6.561E-17,
20667,24.5524,,1.403E-16,3.719E-16,,1.741E-16,3.303E-17
20770,24.6748,,,9.036E-17,,,
20802,24.7128,,,1.037E-16,,,
20889,24.8161,,,7.143E-17,,,
20927,24.8613,,,2.067E-15,,,
20975,24.9183,,4.421E-17,1.694E-16,,,
21034,24.9884,,,2.087E-16,,,
21088,25.0525,,,1.428E-16,,,
21119,25.0894,,1.563E-15,3.198E-15,3.137E-17,1.368E-15,3.988E-16
21143,25.1179,,,2.771E-16,,,
21378,25.3971,,,5.539E-17,,,
21694,25.7725,,,7.573E-17,,,
21907,26.0255,,,2.890E-17,,,
21980,26.1122,,,1.499E-16,,,
22006,26.1431,,,5.964E-17,,,
22150,26.3142,,,4.195E-17,,,
22233,26.4128,,,6.054E-17,,,
22450,26.6706,,3.500E-17,7.227E-17,,,
22502,26.7324,,,4.688E-17,,,
22533,26.7692,,9.521E-17,2.002E-16,,1.062E-16,
22620,26.8726,,,1.225E-16,,,
22770,27.0508,,,2.414E-16,,,
22906,27.2123,,,2.369E-16,,,
23037,27.3680,,,7.782E-17,,,
23040,27.3715,,7.614E-17,1.138E-16,,,
23055,27.3893,,,4.534E-17,,,
23694,28.1485,,,1.487E-16,,,
23820,28.2982,,4.773E-17,9.826E-17,,,
23953,28.4562,,,1.099E-15,,,
23982,28.4906,,4.604E-17,,,,
23983,28.4918,,,2.965E-17,,,
24029,28.5465,,,1.808E-16,,,
24063,28.5868,,,1.119E-15,,,
24344,28.9207,,,3.463E-16,,,
24400,28.9872,,,6.221E-16,,,
24524,29.1345,,,6.619E-16,,,
24739,29.3899,,,7.121E-16,,,
24766,29.4220,,,2.324E-17,,,
24803,29.4660,,,3.826E-17,,,
25008,29.7095,,9.723E-17,1.961E-16,,8.578E-17,2.458E-17
25046,29.7546,,3.285E-17,8.304E-17,,,
25112,29.8331,,,3.576E-16,,,
25239,29.9839,,,1.236E-15,,,
25320,30.0802,,,5.472E-16,,,
25367,30.1360,,,,1.452E-17,,
25426,30.2061,,,5.188E-16,,,
25758,30.6005,,1.251E-16,3.841E-16,,1.476E-16,3.255E-17
25893,30.7609,,,2.413E-17,,,
25902,30.7716,,,8.709E-16,,,
25989,30.8749,,3.662E-16,5.489E-16,,,
26842,31.8883,,,1.099E-15,,,
26851,31.8990,,5.828E-17,2.393E-16,,,
27011,32.0891,,,1.462E-16,,,
27328,32.4657,,,3.659E-16,,,
27443,32.6023,,,2.576E-16,,,
27476,32.6415,,1.498E-16,3.876E-16,,,
27480,32.6462,,,3.845E-16,,,
27554,32.7342,,,1.670E-16,,,
27638,32.8339,,,9.761E-17,,,
27860,33.0977,1.069E-14,3.106E-15,7.334E-15,,2.047E-16,9.637E-17
27983,33.2438,,,1.231E-15,,,
28071,33.3483,,,5.586E-16,,,
28268,33.5824,,,2.763E-17,,,
28620,34.0006,,4.197E-17,8.864E-17,,6.182E-17,
28687,34.0802,,,2.202E-16,,,
28807,34.2227,,,1.622E-16,,,
29016,34.4710,,3.595E-17,3.857E-17,,,
29252,34.7514,,3.481E-17,8.799E-17,,,
29317,34.8286,,4.635E-17,6.299E-17,,,
29509,35.0567,,,3.266E-17,,,
29631,35.2016,,,7.994E-16,,,
29943,35.5723,,,1.822E-16,,,
30009,35.6507,,,3.713E-16,,,
30307,36.0047,,5.066E-17,7.976E-17,,,
30459,36.1853,,,2.020E-15,,,
30623,36.3801,,7.264E-17,7.805E-17,,6.169E-17,1.833E-17
30729,36.5061,,,2.284E-16,,,
30829,36.6249,,7.093E-17,2.442E-16,,,
31046,36.8826,,,1.190E-15,,,
31078,36.9207,,,1.774E-16,,,
31366,37.2628,,3.189E-17,7.054E-17,,,
31498,37.4196,,,1.233E-15,,,
31561,37.4945,,1.344E-16,7.466E-17,,,
31768,37.7404,,,4.031E-16,,,
31995,38.0101,,,1.573E-16,,,
32064,38.0920,,3.066E-17,8.370E-17,,,
32104,38.1396,,,8.063E-17,,,
32106,38.1419,,,3.381E-16,,,
32123,38.1621,,,3.109E-17,,,
32128,38.1681,,,8.343E-17,,,
32518,38.6314,,4.309E-16,6.843E-16,,,
32544,38.6623,,,7.668E-16,,,
32875,39.0555,,,1.258E-16,,,
33028,39.2373,,,8.550E-17,,,
33029,39.2385,,,,,,1.437E-17
33049,39.2622,,,4.370E-17,,,
33057,39.2717,,8.599E-17,1.803E-16,,7.363E-17,
33105,39.3287,,,1.571E-16,,,
33240,39.4891,,,2.939E-16,,,
33279,39.5355,,,6.399E-16,,,
33419,39.7018,,7.580E-17,2.230E-16,,,
33502,39.8004,,,5.711E-16,,,
33631,39.9536,,,4.413E-16,,,
33869,40.2364,,,6.142E-17,,,
34027,40.4241,,,5.473E-17,,,
34028,40.4253,,5.302E-17,,,,
34037,40.4360,,,8.596E-17,,,
34038,40.4371,,3.302E-17,,,,
34283,40.7282,,,2.826E-17,,,
34643,41.1559,,,8.725E-16,,,
35190,41.8057,,,2.813E-17,,,
35209,41.8283,,,5.701E-17,,,
35935,42.6908,,3.687E-16,3.099E-16,,,
36313,43.1398,,,,,,
36336,43.1672,,4.490E-17,4.498E-17,,,
36345,43.1779,,1.177E-16,1.252E-16,,5.613E-17,3.282E-17
36490,43.3501,,,3.595E-16,,,
36515,43.3798,,,2.322E-17,,,
36985,43.9382,,,5.376E-16,,,
37167,44.1544,,,3.109E-17,,,
37243,44.2447,,,4.145E-16,,,
37285,44.2946,,,5.060E-16,,,
37333,44.3516,,,2.754E-17,,,
37427,44.4633,,2.363E-16,3.985E-16,,,
37450,44.4906,,,6.829E-17,,,
37513,44.5654,,3.526E-17,2.055E-16,,,
37642,44.7187,,,4.511E-17,,,
37723,44.8149,,,8.099E-17,,,
37740,44.8351,,6.242E-17,1.367E-16,,4.924E-17,1.477E-17
37742,44.8375,,5.207E-17,1.042E-16,,,
37808,44.9159,,,2.919E-16,,,
38084,45.2438,,1.719E-16,3.385E-16,,1.417E-16,4.512E-17
38237,45.4256,,,3.576E-16,,,
38240,45.4291,,,2.175E-16,,,
38439,45.6655,,,4.476E-17,,,
38615,45.8746,,,1.995E-16,,,
38728,46.0089,,,9.039E-17,,,
39341,46.7371,,,5.347E-16,,,
39353,46.7514,,,3.622E-16,,,
39521,46.9509,,,3.550E-17,,,
39932,47.4392,,,3.529E-16,,,
40112,47.6531,,2.546E-17,3.449E-17,,,
40286,47.8598,,,5.891E-16,,,
40299,47.8752,,,1.472E-16,,,
40513,48.1294,,,9.384E-17,,,
40514,48.1306,,4.050E-17,,,,
40611,48.2459,,2.382E-17,3.512E-17,,,
40796,48.4656,,1.005E-16,2.224E-16,,,
40821,48.4953,,,1.611E-15,,,
40916,48.6082,,,1.154E-15,,,
41211,48.9587,,,2.695E-16,,,
41554,49.3662,,,5.416E-16,,,
41629,49.4553,,2.695E-17,6.457E-17,,,
41807,49.6667,,,3.739E-17,,,
41814,49.6750,,,3.717E-16,,,
42111,50.0279,,,5.325E-17,,,
42442,50.4211,,4.021E-17,1.118E-16,,,
42547,50.5458,,,2.781E-17,,,
43038,51.1291,,2.402E-16,3.906E-16,,,
43200,51.3216,,,7.509E-17,,,
43226,51.3525,,,1.214E-15,,,
43326,51.4713,,6.994E-17,2.829E-16,,,
43358,51.5093,,,9.039E-17,,,
43404,51.5640,,,1.412E-15,,,
43637,51.8408,,,2.948E-16,,,
43880,52.1294,,,9.025E-16,,,
43987,52.2566,,,1.789E-16,,,
44034,52.3124,,,,,,
44042,52.3219,,,3.680E-16,,,
44086,52.3742,,,2.445E-16,,,
44211,52.5227,,,1.955E-16,,,
44229,52.5441,,,1.118E-16,,,
44247,52.5654,,,5.991E-16,,,
44284,52.6094,,,6.591E-16,,,
44393,52.7389,,,1.650E-16,,,
44491,52.8553,,,1.252E-16,,,
44719,53.1262,,,1.148E-16,,,
45157,53.6465,,5.298E-17,8.577E-17,,5.992E-17,
45405,53.9411,,,1.953E-16,,,
